[nummod(men-2, two-1), nsubj(crying-4, men-2), aux(crying-4, are-3), root(ROOT-0, crying-4)] 	[nummod(men-2, Two-1), nsubj(laughing-3, men-2), root(ROOT-0, laughing-3), punct(laughing-3, .-4)] 	1
[det(reader-2, A-1), nsubj(telling-4, reader-2), aux(telling-4, is-3), root(ROOT-0, telling-4), det(children-6, the-5), nsubj(story-8, children-6), det(story-8, a-7), xcomp(telling-4, story-8)] 	[det(person-2, A-1), nsubj(reading-3, person-2), root(ROOT-0, reading-3), det(book-5, a-4), dobj(reading-3, book-5), punct(reading-3, .-6)] 	172
[det(man-2, A-1), nsubj(sitting-11, man-2), case(suit-5, with-3), det(suit-5, a-4), nmod:with(man-2, suit-5), cc(suit-5, and-6), det(tag-9, a-7), compound(tag-9, name-8), conj:and(suit-5, tag-9), aux(sitting-11, is-10), root(ROOT-0, sitting-11), advmod(sitting-11, outside-12), punct(sitting-11, ,-13), advcl(sitting-11, waiting-14), mark(start-16, to-15), xcomp(waiting-14, start-16), det(presentation-18, a-17), dobj(start-16, presentation-18), punct(sitting-11, .-19)] 	[compound(suit-2, Woman-1), root(ROOT-0, suit-2), acl(suit-2, talking-3), case(man-6, to-4), det(man-6, a-5), nmod:to(talking-3, man-6), case(bench-9, on-7), det(bench-9, a-8), nmod:on(talking-3, bench-9), punct(suit-2, .-10)] 	173
[nsubj(laughs-2, Boy-1), root(ROOT-0, laughs-2), mark(playing-4, while-3), advcl(laughs-2, playing-4), case(puddle-7, in-5), compound(puddle-7, mud-6), nmod:in(playing-4, puddle-7), punct(laughs-2, .-8)] 	[det(boy-2, A-1), root(ROOT-0, boy-2), acl(boy-2, wearing-3), det(pool-5, the-4), dobj(wearing-3, pool-5), advcl(wearing-3, screaming-6), mark(sprayed-9, while-7), auxpass(sprayed-9, being-8), advcl(screaming-6, sprayed-9), case(water-11, with-10), nmod:with(sprayed-9, water-11), punct(boy-2, .-12)] 	174
[det(man-2, a-1), root(ROOT-0, man-2), acl(man-2, examining-3), dobj(examining-3, plants-4)] 	[det(man-2, The-1), nsubj(plants-4, man-2), amod(plants-4, cultivated-3), root(ROOT-0, plants-4), punct(plants-4, .-5)] 	175
[det(children-2, The-1), nsubj(stole-3, children-2), root(ROOT-0, stole-3), det(bike-5, a-4), dobj(stole-3, bike-5)] 	[det(woman-2, A-1), root(ROOT-0, woman-2), case(bikini-6, in-3), det(bikini-6, a-4), amod(bikini-6, white-5), nmod:in(woman-2, bikini-6), acl(bikini-6, driving-7), det(bicycle-9, a-8), dobj(driving-7, bicycle-9), punct(woman-2, ,-10), cc(woman-2, and-11), nsubj(walking-13, people-12), conj:and(woman-2, walking-13), cc(walking-13, and-14), conj:and(walking-13, driving-15), case(her-17, behind-16), nmod:behind(driving-15, her-17), punct(woman-2, .-18)] 	176
[det(man-2, A-1), nsubj(stops-3, man-2), root(ROOT-0, stops-3), case(picture-6, for-4), det(picture-6, a-5), nmod:for(stops-3, picture-6), case(scenery-9, with-7), det(scenery-9, the-8), nmod:with(picture-6, scenery-9), case(hike-12, during-10), nmod:poss(hike-12, his-11), nmod:during(stops-3, hike-12), punct(stops-3, .-13)] 	[det(man-2, A-1), nsubj(takes-3, man-2), root(ROOT-0, takes-3), det(picture-5, a-4), dobj(takes-3, picture-5), case(view-8, of-6), det(view-8, the-7), nmod:of(picture-5, view-8), neg(seen-10, never-9), dep(takes-3, seen-10), advmod(seen-10, before-11), punct(takes-3, .-12)] 	177
[nsubj(swimming-3, Teenagers-1), aux(swimming-3, are-2), root(ROOT-0, swimming-3), punct(swimming-3, .-4)] 	[nummod(teenagers-2, Three-1), nsubj(swimming-3, teenagers-2), root(ROOT-0, swimming-3), punct(swimming-3, .-4)] 	178
[root(ROOT-0, Man-1), acl(Man-1, riding-2), nmod:poss(bike-4, his-3), dobj(riding-2, bike-4), case(street-7, in-5), det(street-7, the-6), nmod:in(riding-2, street-7), punct(Man-1, .-8)] 	[det(man-3, A-1), amod(man-3, young-2), root(ROOT-0, man-3), acl(man-3, riding-4), nmod:poss(bicycle-6, his-5), dobj(riding-4, bicycle-6), case(street-9, in-7), det(street-9, the-8), nmod:in(riding-4, street-9), punct(man-3, .-10)] 	179
[det(toddler-2, A-1), nsubj(shows-7, toddler-2), case(dress-6, in-3), det(dress-6, a-4), amod(dress-6, frilly-5), nmod:in(toddler-2, dress-6), root(ROOT-0, shows-7), nmod:poss(joy-9, her-8), dobj(shows-7, joy-9), punct(shows-7, .-10)] 	[det(woman-2, A-1), root(ROOT-0, woman-2), acl(woman-2, dressed-3), case(walk-7, in-4), det(walk-7, a-5), amod(walk-7, colorful-6), nmod:in(dressed-3, walk-7), punct(woman-2, .-8)] 	180
[det(child-2, The-1), nsubj(has-6, child-2), case(jacket-5, in-3), det(jacket-5, a-4), nmod:in(child-2, jacket-5), root(ROOT-0, has-6), det(toy-9, a-7), amod(toy-9, round-8), dobj(has-6, toy-9), punct(has-6, .-10)] 	[root(ROOT-0, Woman-1), acl(Woman-1, connecting-2), compound(girl-4, shoe-3), dobj(connecting-2, girl-4), acl(girl-4, wearing-5), dobj(wearing-5, purple-6), punct(Woman-1, .-7)] 	181
[det(woman-2, A-1), root(ROOT-0, woman-2), acl(woman-2, teaching-3), det(girl-6, a-4), amod(girl-6, young-5), dobj(teaching-3, girl-6), neg(afraid-10, not-7), mark(afraid-10, to-8), cop(afraid-10, be-9), xcomp(teaching-3, afraid-10), case(puppies-12, of-11), nmod:of(afraid-10, puppies-12), punct(woman-2, .-13)] 	[det(woman-2, A-1), nsubj(talks-3, woman-2), root(ROOT-0, talks-3), case(children-6, to-4), det(children-6, the-5), nmod:to(talks-3, children-6), punct(talks-3, .-7)] 	182
[det(man-2, A-1), nsubj(riding-6, man-2), cc(man-2, and-3), conj:and(man-2, child-4), aux(riding-6, are-5), root(ROOT-0, riding-6), det(elephant-8, an-7), dobj(riding-6, elephant-8), punct(riding-6, .-9)] 	[nsubj(riding-4, Woman-1), cc(Woman-1, and-2), conj:and(Woman-1, child-3), root(ROOT-0, riding-4), det(animal-6, an-5), dobj(riding-4, animal-6), punct(riding-4, .-7)] 	183
[nummod(men-2, Three-1), nsubj(drinking-4, men-2), aux(drinking-4, are-3), root(ROOT-0, drinking-4), compound(juice-6, apple-5), dobj(drinking-4, juice-6), case(beach-10, while-7), case(beach-10, on-8), det(beach-10, the-9), nmod:on(drinking-4, beach-10), punct(drinking-4, .-11)] 	[nummod(allowances-3, Two-1), compound(allowances-3, men-2), nsubj(drinking-5, allowances-3), aux(drinking-5, been-4), root(ROOT-0, drinking-5), dobj(drinking-5, coffee-6), case(tables-10, on-7), det(tables-10, the-8), amod(tables-10, opposite-9), nmod:on(drinking-5, tables-10), punct(drinking-5, .-11)] 	184
[det(group-2, A-1), root(ROOT-0, group-2), case(people-4, of-3), nmod:of(group-2, people-4), punct(group-2, .-5)] 	[root(ROOT-0, threesome-1), punct(threesome-1, .-2)] 	185
[root(ROOT-0, people-1), case(house-4, in-2), det(house-4, a-3), nmod:in(people-1, house-4)] 	[nsubj(talk-2, People-1), root(ROOT-0, talk-2), case(home-5, outside-3), det(home-5, the-4), nmod:outside(talk-2, home-5), punct(talk-2, .-6)] 	186
[det(road-2, The-1), nsubjpass(closed-4, road-2), auxpass(closed-4, is-3), root(ROOT-0, closed-4), advmod(closed-4, down-5), punct(closed-4, .-6)] 	[root(ROOT-0, sunsets-1), punct(sunsets-1, .-2)] 	187
[nummod(people-2, Two-1), nsubj(kissing-3, people-2), root(ROOT-0, kissing-3), punct(kissing-3, .-4)] 	[nummod(people-2, Two-1), nsubj(kissing-5, people-2), aux(kissing-5, were-3), neg(kissing-5, not-4), root(ROOT-0, kissing-5), punct(kissing-5, .-6)] 	188
[det(male-3, A-1), amod(male-3, sad-2), nsubj(playing-5, male-3), aux(playing-5, is-4), root(ROOT-0, playing-5), amod(guitar-7, electric-6), dobj(playing-5, guitar-7), mark(wearing-9, while-8), advcl(playing-5, wearing-9), det(hat-12, a-10), amod(hat-12, white-11), dobj(wearing-9, hat-12), punct(playing-5, .-13)] 	[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, playing-3), amod(guitar-5, electric-4), dobj(playing-3, guitar-5), punct(man-2, ,-6), acl(man-2, wearing-7), det(hat-10, a-8), amod(hat-10, white-9), dobj(wearing-7, hat-10), punct(man-2, .-11)] 	189
[det(beach-2, the-1), nsubjpass(isolated-5, beach-2), auxpass(isolated-5, is-3), advmod(isolated-5, mainly-4), root(ROOT-0, isolated-5), case(families-10, except-6), mwe(except-6, for-7), det(families-10, a-8), amod(families-10, few-9), nmod:except_for(isolated-5, families-10), cc(isolated-5, and-11), det(rain-13, some-12), conj:and(isolated-5, rain-13)] 	[det(people-2, Some-1), root(ROOT-0, people-2), case(jungle-5, in-3), det(jungle-5, the-4), nmod:in(people-2, jungle-5), punct(people-2, .-6)] 	190
[det(mother-3, A-1), amod(mother-3, black-2), root(ROOT-0, mother-3), cc(mother-3, and-4), nummod(children-6, five-5), conj:and(mother-3, children-6), case(area-10, in-7), det(area-10, a-8), amod(area-10, rural-9), nmod:in(mother-3, area-10)] 	[det(man-2, A-1), root(ROOT-0, man-2), case(son-5, with-3), nmod:poss(son-5, his-4), nmod:with(man-2, son-5), case(farm-9, on-6), det(farm-9, a-7), compound(farm-9, horse-8), nmod:on(son-5, farm-9), case(areas-13, in-10), det(areas-13, the-11), amod(areas-13, rural-12), nmod:in(farm-9, areas-13), punct(man-2, .-14)] 	191
[det(woman-2, A-1), nsubj(assisting-4, woman-2), aux(assisting-4, is-3), root(ROOT-0, assisting-4), det(runner-6, a-5), dobj(assisting-4, runner-6), mark(keeping-8, by-7), advcl(assisting-4, keeping-8), dobj(keeping-8, rain-9), compound:prt(keeping-8, off-10), case(her-12, of-11), nmod:of(off-10, her-12), cc(keeping-8, and-13), conj:and(keeping-8, giving-14), nmod:poss(hydration-16, her-15), dobj(giving-14, hydration-16), punct(assisting-4, .-17)] 	[nsubj(waiting-2, Woman-1), root(ROOT-0, waiting-2), case(rain-5, for-3), det(rain-5, the-4), nmod:for(waiting-2, rain-5), case(umbrella-7, with-6), nmod:with(rain-5, umbrella-7), punct(waiting-2, .-8)] 	192
[det(person-2, The-1), nsubj(making-4, person-2), aux(making-4, is-3), root(ROOT-0, making-4), dobj(making-4, fabric-5), punct(making-4, .-6)] 	[expl(is-2, There-1), root(ROOT-0, is-2), nsubj(is-2, someone-3), case(cloth-6, with-4), det(cloth-6, a-5), nmod:with(someone-3, cloth-6), punct(is-2, .-7)] 	193
[root(ROOT-0, Woman-1), case(shorts-3, in-2), nmod:in(Woman-1, shorts-3), cc(shorts-3, and-4), det(t-shirt-6, a-5), conj:and(shorts-3, t-shirt-6), case(men-9, with-7), amod(men-9, seated-8), nmod:with(t-shirt-6, men-9), punct(Woman-1, ,-10), root(,-10, watching-11), nsubj(perform-13, someone-12), ccomp(watching-11, perform-13), punct(watching-11, .-14)] 	[nsubj(wear-2, Women-1), root(ROOT-0, wear-2), dobj(wear-2, shorts-3), cc(shorts-3, and-4), det(T-shirt-6, a-5), conj:and(shorts-3, T-shirt-6), amod(stand-8, short-sleeve-7), dobj(T-shirt-6, stand-8), case(some-10, by-9), nmod:by(stand-8, some-10), case(men-13, of-11), det(men-13, the-12), nmod:of(some-10, men-13), acl(men-13, sitting-14), cc(sitting-14, and-15), conj:and(sitting-14, watching-16), det(monitor-18, a-17), dobj(sitting-14, monitor-18), cc(monitor-18, or-19), conj:or(monitor-18, speaker-20), punct(wear-2, .-21)] 	194
[nummod(adults-2, Two-1), nsubj(swing-3, adults-2), root(ROOT-0, swing-3), advmod(swing-3, high-4), case(camera-7, toward-5), det(camera-7, the-6), nmod:toward(high-4, camera-7), case(park-11, at-8), det(park-11, a-9), compound(park-11, playground-10), nmod:at(swing-3, park-11), punct(swing-3, .-12)] 	[root(ROOT-0, Atorjuhan-1), nummod(adults-3, two-2), dobj(Atorjuhan-1, adults-3), case(area-7, in-4), det(area-7, the-5), compound(area-7, gaming-6), nmod:in(Atorjuhan-1, area-7), punct(Atorjuhan-1, .-8)] 	195
[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, is-3), mark(release-6, about-4), mark(release-6, to-5), advcl(is-3, release-6), det(ball-8, a-7), dobj(release-6, ball-8), punct(man-2, .-9)] 	[det(woman-2, A-1), root(ROOT-0, woman-2), case(verge-5, on-3), det(verge-5, the-4), nmod:on(woman-2, verge-5), mark(throwing-7, of-6), acl(verge-5, throwing-7), det(ball-9, a-8), dobj(throwing-7, ball-9), punct(woman-2, .-10)] 	196
[root(ROOT-0, People-1), case(race-5, from-2), det(race-5, a-3), compound(race-5, bike-4), nmod:from(People-1, race-5), punct(People-1, .-6)] 	[root(ROOT-0, People-1), case(race-5, in-2), det(race-5, the-3), compound(race-5, cycling-4), nmod:in(People-1, race-5), punct(People-1, .-6)] 	197
[det(girl-3, A-1), amod(girl-3, young-2), nsubj(throwing-5, girl-3), aux(throwing-5, is-4), root(ROOT-0, throwing-5), dobj(throwing-5, food-6), case(ducks-9, to-7), det(ducks-9, some-8), nmod:to(throwing-5, ducks-9), case(pond-12, in-10), det(pond-12, a-11), nmod:in(throwing-5, pond-12), punct(throwing-5, .-13)] 	[det(girl-3, A-1), amod(girl-3, little-2), root(ROOT-0, girl-3), acl(girl-3, running-4), case(feed-6, during-5), nmod:during(running-4, feed-6), det(ducks-8, the-7), dobj(feed-6, ducks-8), punct(girl-3, .-9)] 	198
[det(person-2, A-1), root(ROOT-0, person-2), csubj(poses-5, swimming-3), amod(poses-5, underwater-4), acl:relcl(person-2, poses-5), case(picture-8, for-6), det(picture-8, a-7), nmod:for(poses-5, picture-8), case(vegetation-12, with-9), det(vegetation-12, some-10), amod(vegetation-12, underwater-11), nmod:with(picture-8, vegetation-12), punct(person-2, .-13)] 	[det(man-2, The-1), root(ROOT-0, man-2), advmod(goofy-4, generally-3), amod(man-2, goofy-4), advmod(swimming-7, underwater-5), mark(swimming-7, while-6), advcl(goofy-4, swimming-7), case(pool-10, in-8), det(pool-10, a-9), nmod:in(swimming-7, pool-10), punct(man-2, .-11)] 	199
[det(trees-2, The-1), nsubj(had-3, trees-2), root(ROOT-0, had-3), det(dog-5, a-4), dobj(had-3, dog-5), case(them-7, near-6), nmod:near(dog-5, them-7), punct(had-3, .-8)] 	[det(man-2, A-1), root(ROOT-0, man-2), case(water-6, outside-3), case(water-6, near-4), det(water-6, the-5), nmod:near(man-2, water-6)] 	200
[nummod(surfers-2, Two-1), nsubj(competing-4, surfers-2), aux(competing-4, are-3), root(ROOT-0, competing-4), case(water-8, in-5), det(water-8, the-6), amod(water-8, open-7), nmod:in(competing-4, water-8), case(other-11, against-9), det(other-11, each-10), nmod:against(competing-4, other-11), punct(competing-4, .-12)] 	[compound(Ptsabakan-2, Kalban-1), root(ROOT-0, Ptsabakan-2), case(other-5, with-3), det(other-5, each-4), nmod:with(Ptsabakan-2, other-5), case(water-8, in-6), det(water-8, the-7), nmod:in(other-5, water-8), punct(Ptsabakan-2, .-9)] 	201
[det(man-2, A-1), nsubj(mowing-12, man-2), case(shorts-4, in-3), nmod:in(man-2, shorts-4), punct(shorts-4, ,-5), det(sweatshirt-7, a-6), conj:and(shorts-4, sweatshirt-7), punct(shorts-4, ,-8), cc(shorts-4, and-9), conj:and(shorts-4, sneakers-10), aux(mowing-12, is-11), root(ROOT-0, mowing-12), det(grass-14, the-13), dobj(mowing-12, grass-14), punct(mowing-12, .-15)] 	[det(woman-2, A-1), root(ROOT-0, woman-2), case(shirt-6, in-3), det(shirt-6, a-4), amod(shirt-6, green-5), nmod:in(woman-2, shirt-6), cc(shirt-6, and-7), amod(pants-9, black-8), conj:and(shirt-6, pants-9), acl(shirt-6, running-10), punct(woman-2, .-11)] 	202
[det(woman-2, A-1), nsubj(running-4, woman-2), aux(running-4, is-3), root(ROOT-0, running-4), case(lawn-7, on-5), det(lawn-7, a-6), nmod:on(running-4, lawn-7), punct(running-4, .-8)] 	[root(ROOT-0, People-1), acl(People-1, dressed-2), mark(sitting-5, in-3), amod(sitting-5, white-4), advcl(dressed-2, sitting-5), case(bicycle-8, on-6), det(bicycle-8, a-7), nmod:on(sitting-5, bicycle-8), punct(People-1, .-9)] 	203
[compound(workers-2, City-1), nsubj(helpful-4, workers-2), cop(helpful-4, are-3), root(ROOT-0, helpful-4), punct(helpful-4, .-5)] 	[root(ROOT-0, Help-1), dobj(Help-1, people-2), advmod(Help-1, abroad-3), punct(Help-1, .-4)] 	204
[det(snowboarder-2, A-1), root(ROOT-0, snowboarder-2), acl(snowboarder-2, wearing-3), det(jacket-6, a-4), amod(jacket-6, blue-5), dobj(wearing-3, jacket-6), cc(jacket-6, and-7), amod(pants-9, green-8), conj:and(jacket-6, pants-9), advcl(wearing-3, running-10), case(avalanche-13, from-11), det(avalanche-13, an-12), nmod:from(running-10, avalanche-13), punct(snowboarder-2, .-14)] 	[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, wearing-3), det(jacket-6, a-4), amod(jacket-6, blue-5), dobj(wearing-3, jacket-6), cc(jacket-6, and-7), amod(trousers-9, brown-8), conj:and(jacket-6, trousers-9), dep(wearing-3, walking-10), case(foot-12, on-11), nmod:on(walking-10, foot-12), case(top-15, to-13), det(top-15, the-14), nmod:to(walking-10, top-15), case(mountain-18, of-16), det(mountain-18, the-17), nmod:of(top-15, mountain-18), punct(man-2, .-19)] 	205
[det(kids-3, The-1), nummod(kids-3, two-2), nsubj(fighting-5, kids-3), aux(fighting-5, are-4), root(ROOT-0, fighting-5), det(other-7, each-6), dobj(fighting-5, other-7), punct(fighting-5, .-8)] 	[root(ROOT-0, Atqatlan-1), nummod(children-3, two-2), dobj(Atqatlan-1, children-3), case(other-6, with-4), det(other-6, each-5), nmod:with(Atqatlan-1, other-6), punct(Atqatlan-1, .-7)] 	206
[det(man-2, A-1), nsubj(giving-4, man-2), aux(giving-4, is-3), root(ROOT-0, giving-4), det(speech-6, a-5), dobj(giving-4, speech-6), cc(giving-4, and-7), det(woman-9, a-8), nsubj(holding-11, woman-9), aux(holding-11, is-10), conj:and(giving-4, holding-11), det(hat-14, a-12), compound(hat-14, cowboy-13), dobj(holding-11, hat-14), punct(giving-4, .-15)] 	[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, talking-3), case(woman-6, to-4), det(woman-6, a-5), nmod:to(talking-3, woman-6), acl(woman-6, holding-7), det(hat-10, a-8), compound(hat-10, cowboy-9), dobj(holding-7, hat-10), punct(man-2, .-11)] 	207
[amod(humans-2, Tall-1), nsubj(pushing-3, humans-2), root(ROOT-0, pushing-3)] 	[nsubj(point-4, Humans-1), det(point-4, a-2), amod(point-4, tall-3), root(ROOT-0, point-4)] 	208
[det(boy-2, A-1), root(ROOT-0, boy-2), acl(boy-2, holding-3), det(float-5, a-4), dobj(holding-3, float-5), punct(boy-2, .-6)] 	[det(boy-2, A-1), nsubj(holds-3, boy-2), root(ROOT-0, holds-3), det(rope-5, a-4), dobj(holds-3, rope-5), punct(holds-3, .-6)] 	209
[nsubj(listen-2, Children-1), root(ROOT-0, listen-2), case(teacher-5, to-3), det(teacher-5, a-4), nmod:to(listen-2, teacher-5), ccomp(listen-2, read-6), det(story-8, a-7), dobj(read-6, story-8), punct(listen-2, .-9)] 	[compound(Aldgron-2, Children-1), nsubj(listen-3, Aldgron-2), root(ROOT-0, listen-3), case(attractive-6, to-4), nmod:npmod(attractive-6, Professor-5), nmod:to(listen-3, attractive-6), punct(professor-9, /-7), amod(professor-9, attractive-8), nsubj(read-10, professor-9), ccomp(listen-3, read-10), det(story-12, the-11), dobj(read-10, story-12), punct(listen-3, .-13)] 	210
[nsubj(trying-3, Someone-1), aux(trying-3, is-2), root(ROOT-0, trying-3), mark(trim-5, to-4), xcomp(trying-3, trim-5), det(plants-7, the-6), dobj(trim-5, plants-7)] 	[nsubj(doing-3, Workers-1), aux(doing-3, are-2), root(ROOT-0, doing-3), dobj(doing-3, something-4), case(tree-7, for-5), det(tree-7, the-6), nmod:for(something-4, tree-7), punct(doing-3, .-8)] 	211
[det(man-3, The-1), amod(man-3, old-2), nsubj(playing-5, man-3), aux(playing-5, is-4), root(ROOT-0, playing-5), det(banjo-7, a-6), dobj(playing-5, banjo-7), punct(playing-5, .-8)] 	[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, playing-3), det(banjo-5, the-4), dobj(playing-3, banjo-5), advmod(playing-3, abroad-6), punct(man-2, .-7)] 	212
[nsubj(wet-3, Nobody-1), cop(wet-3, is-2), root(ROOT-0, wet-3)] 	[compound(man-2, Athbll-1), root(ROOT-0, man-2), punct(man-2, .-3)] 	213
[det(woman-2, The-1), nsubj(playing-4, woman-2), aux(playing-4, is-3), root(ROOT-0, playing-4), det(game-6, a-5), dobj(playing-4, game-6), advmod(playing-4, inside-7), punct(playing-4, .-8)] 	[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, playing-3), det(game-5, a-4), dobj(playing-3, game-5), advmod(playing-3, abroad-6), punct(man-2, .-7)] 	214
[det(woman-2, A-1), nsubj(holds-3, woman-2), root(ROOT-0, holds-3), det(baby-5, a-4), dobj(holds-3, baby-5), case(boat-8, on-6), det(boat-8, a-7), nmod:on(baby-5, boat-8), punct(holds-3, .-9)] 	[det(man-2, A-1), root(ROOT-0, man-2), case(woman-5, by-3), det(woman-5, a-4), nmod:by(man-2, woman-5), case(boat-8, on-6), det(boat-8, a-7), nmod:on(woman-5, boat-8), punct(man-2, .-9)] 	215
[det(skater-3, An-1), compound(skater-3, ice-2), nsubj(practices-4, skater-3), root(ROOT-0, practices-4)] 	[amod(woman-2, Attractive-1), nsubj(skate-3, woman-2), root(ROOT-0, skate-3), case(ice-6, on-4), det(ice-6, the-5), nmod:on(skate-3, ice-6), punct(skate-3, .-7)] 	216
[det(group-2, A-1), root(ROOT-0, group-2), case(people-4, of-3), nmod:of(group-2, people-4), acl(people-4, standing-5), case(courtyard-8, in-6), det(courtyard-8, a-7), nmod:in(standing-5, courtyard-8), case(tour-11, on-9), det(tour-11, a-10), nmod:on(standing-5, tour-11), acl(tour-11, looking-12), compound:prt(looking-12, up-13), case(people-15, at-14), nmod:at(looking-12, people-15), advmod(people-15, out-16), case(balconies-18, on-17), nmod:on(people-15, balconies-18), advmod(balconies-18, above-19), punct(group-2, .-20)] 	[det(group-2, A-1), root(ROOT-0, group-2), case(people-5, of-3), amod(people-5, young-4), nmod:of(group-2, people-5), acl(people-5, sitting-6), case(sidewalk-9, on-7), det(sidewalk-9, the-8), nmod:on(sitting-6, sidewalk-9), case(night-11, at-10), nmod:at(sitting-6, night-11), punct(group-2, .-12)] 	217
[det(girl-3, A-1), amod(girl-3, young-2), root(ROOT-0, girl-3), punct(girl-3, .-4)] 	[dep(holding-4, A-1), advmod(holding-4, little-2), nsubj(holding-4, girl-3), root(ROOT-0, holding-4), det(boy-7, a-5), amod(boy-7, little-6), dobj(holding-4, boy-7), punct(holding-4, .-8)] 	218
[det(woman-2, The-1), nsubj(riding-7, woman-2), case(bike-5, on-3), det(bike-5, the-4), nmod:on(woman-2, bike-5), aux(riding-7, was-6), root(ROOT-0, riding-7), advmod(riding-7, fast-8), punct(riding-7, .-9)] 	[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, riding-3), nmod:poss(bike-5, his-4), dobj(riding-3, bike-5), cc(man-2, and-6), conj:and(man-2, saw-7), det(sunrise-9, the-8), dobj(saw-7, sunrise-9), punct(man-2, .-10)] 	219
[nsubj(walking-3, People-1), aux(walking-3, are-2), root(ROOT-0, walking-3), case(hallway-7, in-4), det(hallway-7, a-5), amod(hallway-7, long-6), nmod:in(walking-3, hallway-7), case(walls-10, with-8), amod(walls-10, blue-9), nmod:with(hallway-7, walls-10), punct(walking-3, .-11)] 	[amod(women-2, Many-1), nsubj(walk-3, women-2), root(ROOT-0, walk-3), case(building-6, through-4), det(building-6, the-5), nmod:through(walk-3, building-6), dep(walk-3, tiled-7), compound(Bahia-9, Babaouat-8), dobj(tiled-7, Bahia-9), punct(walk-3, .-10)] 	220
[det(girl-2, A-1), root(ROOT-0, girl-2), acl(girl-2, braiding-3), nmod:poss(hair-5, her-4), dobj(braiding-3, hair-5), punct(girl-2, .-6)] 	[nsubj(twisted-2, Woman-1), root(ROOT-0, twisted-2), nmod:poss(hair-4, her-3), dobj(twisted-2, hair-4), punct(twisted-2, .-5)] 	221
[det(woman-2, The-1), nsubj(refused-3, woman-2), root(ROOT-0, refused-3), mark(look-5, to-4), xcomp(refused-3, look-5), case(camera-9, at-6), det(camera-9, the-7), amod(camera-9, old-8), nmod:at(look-5, camera-9), punct(refused-3, .-10)] 	[nsubj(want-2, Women-1), root(ROOT-0, want-2), det(child-4, the-3), dobj(want-2, child-4), mark(look-6, to-5), xcomp(want-2, look-6), case(camera-9, at-7), det(camera-9, the-8), nmod:at(look-6, camera-9), punct(want-2, .-10)] 	222
[compound(skates-3, Man-1), compound(skates-3, roller-2), root(ROOT-0, skates-3), case(crowd-6, for-4), det(crowd-6, a-5), nmod:for(skates-3, crowd-6), mark(watch-8, to-7), acl(crowd-6, watch-8), punct(skates-3, .-9)] 	[det(man-2, The-1), nsubj(jumps-3, man-2), root(ROOT-0, jumps-3), dobj(jumps-3, Motocross-4), mark(watched-8, while-5), det(crowd-7, the-6), nsubj(watched-8, crowd-7), advcl(jumps-3, watched-8), punct(jumps-3, .-9)] 	223
[det(man-2, The-1), nsubj(library-6, man-2), cop(library-6, is-3), det(library-6, a-4), det(library-6, the-5), root(ROOT-0, library-6), punct(library-6, .-7)] 	[det(man-2, The-1), root(ROOT-0, man-2), case(library-5, in-3), det(library-5, the-4), nmod:in(man-2, library-5), punct(man-2, .-6)] 	224
[det(swimming-4, A-1), amod(swimming-4, little-2), compound(swimming-4, girl-3), root(ROOT-0, swimming-4), case(ocean-7, in-5), det(ocean-7, the-6), nmod:in(swimming-4, ocean-7), punct(swimming-4, .-8)] 	[det(swimming-4, A-1), amod(swimming-4, little-2), compound(swimming-4, boy-3), root(ROOT-0, swimming-4), case(ocean-7, in-5), det(ocean-7, the-6), nmod:in(swimming-4, ocean-7), punct(swimming-4, .-8)] 	225
[det(man-2, The-1), nsubj(flexing-4, man-2), aux(flexing-4, is-3), root(ROOT-0, flexing-4), nmod:poss(muscles-6, his-5), dobj(flexing-4, muscles-6), punct(flexing-4, .-7)] 	[det(man-2, A-1), nsubj(flexing-4, man-2), aux(flexing-4, is-3), root(ROOT-0, flexing-4), nmod:poss(muscles-6, its-5), dobj(flexing-4, muscles-6), punct(flexing-4, .-7)] 	226
[nummod(men-2, Two-1), nsubj(fighting-4, men-2), aux(fighting-4, are-3), root(ROOT-0, fighting-4), mark(gets-7, over-5), nsubj(gets-7, who-6), advcl(fighting-4, gets-7), mark(speak-9, to-8), xcomp(gets-7, speak-9), case(microphone-12, into-10), det(microphone-12, the-11), nmod:into(speak-9, microphone-12), punct(fighting-4, .-13)] 	[nummod(women-2, Two-1), nsubj(standing-3, women-2), root(ROOT-0, standing-3), advmod(standing-3, back-4), case(back-6, to-5), nmod:to(standing-3, back-6), punct(standing-3, .-7)] 	227
[det(man-2, The-1), nsubj(doing-4, man-2), aux(doing-4, is-3), root(ROOT-0, doing-4), dobj(doing-4, cartwheels-5), case(street-8, down-6), det(street-8, the-7), nmod:down(doing-4, street-8), punct(doing-4, .-9)] 	[det(man-2, A-1), nsubj(walks-3, man-2), root(ROOT-0, walks-3), compound:prt(walks-3, down-4), det(street-6, the-5), dobj(walks-3, street-6), advmod(walks-3, quickly-7), punct(walks-3, .-8)] 	228
